"database","table","column","type","default_kind","default_expression"
"business","http_login_log_local","uploadTimestamp","Int64","",""
"business","http_login_log_local","uri","String","",""
"business","http_login_log_local","user","String","",""
"business","http_login_log_local","userKey","String","",""
"business","http_login_log_local","uuId","String","",""
"business","http_login_log_local","v","Int32","",""
"business","http_login_log_local","vendor","LowCardinality(String)","",""
"business","icmp_log","_invert_text","String","DEFAULT","''"
"business","icmp_log","cloudTs","Nullable(Int64)","",""
"business","icmp_log","code","Int32","",""
"business","icmp_log","customer","LowCardinality(String)","",""
"business","icmp_log","devUId","Nullable(Int32)","",""
"business","icmp_log","deviceId","LowCardinality(String)","",""
"business","icmp_log","deviceIp","LowCardinality(String)","",""
"business","icmp_log","dstAssetId","Nullable(String)","",""
"business","icmp_log","dstCity","LowCardinality(String)","",""
"business","icmp_log","dstCountry","LowCardinality(String)","",""
"business","icmp_log","dstIp","String","",""
"business","icmp_log","dstIpTag","Int32","",""
"business","icmp_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","icmp_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","icmp_log","dstMac","String","",""
"business","icmp_log","dstProvince","LowCardinality(String)","",""
"business","icmp_log","dstRegionId","Nullable(String)","",""
"business","icmp_log","dstSubType","Int32","",""
"business","icmp_log","dstType","Int32","",""
"business","icmp_log","extra","Nullable(String)","",""
"business","icmp_log","insertTimestamp","Int64","",""
"business","icmp_log","logSampled","Nullable(Int32)","",""
"business","icmp_log","logTraceInfo","Nullable(String)","",""
"business","icmp_log","manage","LowCardinality(String)","",""
"business","icmp_log","manageIp","LowCardinality(String)","",""
"business","icmp_log","originProductType","LowCardinality(String)","",""
"business","icmp_log","originProductVer","LowCardinality(String)","",""
"business","icmp_log","productType","LowCardinality(String)","",""
"business","icmp_log","productVer","LowCardinality(String)","",""
"business","icmp_log","recordTime","String","",""
"business","icmp_log","recordTimestamp","Int64","",""
"business","icmp_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, extra, _invert_text]), ' '))))"
"business","icmp_log","srcAssetId","Nullable(String)","",""
"business","icmp_log","srcCity","LowCardinality(String)","",""
"business","icmp_log","srcCountry","LowCardinality(String)","",""
"business","icmp_log","srcIp","String","",""
"business","icmp_log","srcIpTag","Int32","",""
"business","icmp_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","icmp_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","icmp_log","srcMac","String","",""
"business","icmp_log","srcProvince","LowCardinality(String)","",""
"business","icmp_log","srcRegionId","Nullable(String)","",""
"business","icmp_log","srcSubType","Int32","",""
"business","icmp_log","srcType","Int32","",""
"business","icmp_log","tenant","LowCardinality(String)","",""
"business","icmp_log","type","Int32","",""
"business","icmp_log","uploadTime","String","",""
"business","icmp_log","uploadTimestamp","Int64","",""
"business","icmp_log","uuId","String","",""
"business","icmp_log","v","Int32","",""
"business","icmp_log","vendor","LowCardinality(String)","",""
"business","icmp_log_local","_invert_text","String","DEFAULT","''"
"business","icmp_log_local","cloudTs","Nullable(Int64)","",""
"business","icmp_log_local","code","Int32","",""
"business","icmp_log_local","customer","LowCardinality(String)","",""
"business","icmp_log_local","devUId","Nullable(Int32)","",""
"business","icmp_log_local","deviceId","LowCardinality(String)","",""
"business","icmp_log_local","deviceIp","LowCardinality(String)","",""
"business","icmp_log_local","dstAssetId","Nullable(String)","",""
"business","icmp_log_local","dstCity","LowCardinality(String)","",""
"business","icmp_log_local","dstCountry","LowCardinality(String)","",""
"business","icmp_log_local","dstIp","String","",""
"business","icmp_log_local","dstIpTag","Int32","",""
"business","icmp_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","icmp_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","icmp_log_local","dstMac","String","",""
"business","icmp_log_local","dstProvince","LowCardinality(String)","",""
"business","icmp_log_local","dstRegionId","Nullable(String)","",""
"business","icmp_log_local","dstSubType","Int32","",""
"business","icmp_log_local","dstType","Int32","",""
"business","icmp_log_local","extra","Nullable(String)","",""
"business","icmp_log_local","insertTimestamp","Int64","",""
"business","icmp_log_local","logSampled","Nullable(Int32)","",""
"business","icmp_log_local","logTraceInfo","Nullable(String)","",""
"business","icmp_log_local","manage","LowCardinality(String)","",""
"business","icmp_log_local","manageIp","LowCardinality(String)","",""
"business","icmp_log_local","originProductType","LowCardinality(String)","",""
"business","icmp_log_local","originProductVer","LowCardinality(String)","",""
"business","icmp_log_local","productType","LowCardinality(String)","",""
"business","icmp_log_local","productVer","LowCardinality(String)","",""
"business","icmp_log_local","recordTime","String","",""
"business","icmp_log_local","recordTimestamp","Int64","",""
"business","icmp_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, extra, _invert_text]), ' '))))"
"business","icmp_log_local","srcAssetId","Nullable(String)","",""
"business","icmp_log_local","srcCity","LowCardinality(String)","",""
"business","icmp_log_local","srcCountry","LowCardinality(String)","",""
"business","icmp_log_local","srcIp","String","",""
"business","icmp_log_local","srcIpTag","Int32","",""
"business","icmp_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","icmp_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","icmp_log_local","srcMac","String","",""
"business","icmp_log_local","srcProvince","LowCardinality(String)","",""
"business","icmp_log_local","srcRegionId","Nullable(String)","",""
"business","icmp_log_local","srcSubType","Int32","",""
"business","icmp_log_local","srcType","Int32","",""
"business","icmp_log_local","tenant","LowCardinality(String)","",""
"business","icmp_log_local","type","Int32","",""
"business","icmp_log_local","uploadTime","String","",""
"business","icmp_log_local","uploadTimestamp","Int64","",""
"business","icmp_log_local","uuId","String","",""
"business","icmp_log_local","v","Int32","",""
"business","icmp_log_local","vendor","LowCardinality(String)","",""
"business","imap_log","_invert_text","String","DEFAULT","''"
"business","imap_log","cc","Nullable(String)","",""
"business","imap_log","cloudTs","Nullable(Int64)","",""
"business","imap_log","customer","LowCardinality(String)","",""
"business","imap_log","date","Nullable(String)","",""
"business","imap_log","devUId","Nullable(Int32)","",""
"business","imap_log","deviceId","LowCardinality(String)","",""
"business","imap_log","deviceIp","LowCardinality(String)","",""
"business","imap_log","dstAssetId","Nullable(String)","",""
"business","imap_log","dstCity","LowCardinality(String)","",""
"business","imap_log","dstCountry","LowCardinality(String)","",""
"business","imap_log","dstIp","String","",""
"business","imap_log","dstIpTag","Int32","",""
"business","imap_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","imap_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","imap_log","dstMac","String","",""
"business","imap_log","dstPort","Int32","",""
"business","imap_log","dstProvince","LowCardinality(String)","",""
"business","imap_log","dstRegionId","Nullable(String)","",""
"business","imap_log","dstSubType","Int32","",""
"business","imap_log","dstType","Int32","",""
"business","imap_log","fileInfos","Nullable(String)","",""
"business","imap_log","from","Nullable(String)","",""
"business","imap_log","fuids","Nullable(String)","",""
"business","imap_log","header","Nullable(String)","",""
"business","imap_log","inReplyTo","Nullable(String)","",""
"business","imap_log","insertTimestamp","Int64","",""
"business","imap_log","logSampled","Nullable(Int32)","",""
"business","imap_log","logTraceInfo","Nullable(String)","",""
"business","imap_log","manage","LowCardinality(String)","",""
"business","imap_log","manageIp","LowCardinality(String)","",""
"business","imap_log","mimeVersion","Nullable(String)","",""
"business","imap_log","msgId","Nullable(String)","",""
"business","imap_log","originProductType","LowCardinality(String)","",""
"business","imap_log","originProductVer","LowCardinality(String)","",""
"business","imap_log","productType","LowCardinality(String)","",""
"business","imap_log","productVer","LowCardinality(String)","",""
"business","imap_log","qrCodeResult","Nullable(String)","",""
"business","imap_log","rawMsg","Nullable(String)","",""
"business","imap_log","receiveds","Nullable(String)","",""
"business","imap_log","recordTime","String","",""
"business","imap_log","recordTimestamp","Int64","",""
"business","imap_log","replyTo","Nullable(String)","",""
"business","imap_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, user, from, to, cc, replyTo, inReplyTo, subject, xOriginatingIp, mimeVersion, receiveds, userAgent, _invert_text]), ' '))))"
"business","imap_log","sessionId","String","",""
"business","imap_log","srcAssetId","Nullable(String)","",""
"business","imap_log","srcCity","LowCardinality(String)","",""
"business","imap_log","srcCountry","LowCardinality(String)","",""
"business","imap_log","srcIp","String","",""
"business","imap_log","srcIpTag","Int32","",""
"business","imap_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","imap_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","imap_log","srcMac","String","",""
"business","imap_log","srcPort","Int32","",""
"business","imap_log","srcProvince","LowCardinality(String)","",""
"business","imap_log","srcRegionId","Nullable(String)","",""
"business","imap_log","srcSubType","Int32","",""
"business","imap_log","srcType","Int32","",""
"business","imap_log","subject","Nullable(String)","",""
"business","imap_log","tenant","LowCardinality(String)","",""
"business","imap_log","to","Nullable(String)","",""
"business","imap_log","transDepth","Nullable(Int32)","",""
"business","imap_log","uploadTime","String","",""
"business","imap_log","uploadTimestamp","Int64","",""
"business","imap_log","user","Nullable(String)","",""
"business","imap_log","userAgent","Nullable(String)","",""
"business","imap_log","uuId","String","",""
"business","imap_log","v","Int32","",""
"business","imap_log","vendor","LowCardinality(String)","",""
"business","imap_log","xOriginatingIp","Nullable(String)","",""
"business","imap_log_local","_invert_text","String","DEFAULT","''"
"business","imap_log_local","cc","Nullable(String)","",""
"business","imap_log_local","cloudTs","Nullable(Int64)","",""
"business","imap_log_local","customer","LowCardinality(String)","",""
"business","imap_log_local","date","Nullable(String)","",""
"business","imap_log_local","devUId","Nullable(Int32)","",""
"business","imap_log_local","deviceId","LowCardinality(String)","",""
"business","imap_log_local","deviceIp","LowCardinality(String)","",""
"business","imap_log_local","dstAssetId","Nullable(String)","",""
"business","imap_log_local","dstCity","LowCardinality(String)","",""
"business","imap_log_local","dstCountry","LowCardinality(String)","",""
"business","imap_log_local","dstIp","String","",""
"business","imap_log_local","dstIpTag","Int32","",""
"business","imap_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","imap_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","imap_log_local","dstMac","String","",""
"business","imap_log_local","dstPort","Int32","",""
"business","imap_log_local","dstProvince","LowCardinality(String)","",""
"business","imap_log_local","dstRegionId","Nullable(String)","",""
"business","imap_log_local","dstSubType","Int32","",""
"business","imap_log_local","dstType","Int32","",""
"business","imap_log_local","fileInfos","Nullable(String)","",""
"business","imap_log_local","from","Nullable(String)","",""
"business","imap_log_local","fuids","Nullable(String)","",""
"business","imap_log_local","header","Nullable(String)","",""
"business","imap_log_local","inReplyTo","Nullable(String)","",""
"business","imap_log_local","insertTimestamp","Int64","",""
"business","imap_log_local","logSampled","Nullable(Int32)","",""
"business","imap_log_local","logTraceInfo","Nullable(String)","",""
"business","imap_log_local","manage","LowCardinality(String)","",""
"business","imap_log_local","manageIp","LowCardinality(String)","",""
"business","imap_log_local","mimeVersion","Nullable(String)","",""
"business","imap_log_local","msgId","Nullable(String)","",""
"business","imap_log_local","originProductType","LowCardinality(String)","",""
"business","imap_log_local","originProductVer","LowCardinality(String)","",""
"business","imap_log_local","productType","LowCardinality(String)","",""
"business","imap_log_local","productVer","LowCardinality(String)","",""
"business","imap_log_local","qrCodeResult","Nullable(String)","",""
"business","imap_log_local","rawMsg","Nullable(String)","",""
"business","imap_log_local","receiveds","Nullable(String)","",""
"business","imap_log_local","recordTime","String","",""
"business","imap_log_local","recordTimestamp","Int64","",""
"business","imap_log_local","replyTo","Nullable(String)","",""
"business","imap_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, user, from, to, cc, replyTo, inReplyTo, subject, xOriginatingIp, mimeVersion, receiveds, userAgent, _invert_text]), ' '))))"
"business","imap_log_local","sessionId","String","",""
"business","imap_log_local","srcAssetId","Nullable(String)","",""
"business","imap_log_local","srcCity","LowCardinality(String)","",""
"business","imap_log_local","srcCountry","LowCardinality(String)","",""
"business","imap_log_local","srcIp","String","",""
"business","imap_log_local","srcIpTag","Int32","",""
"business","imap_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","imap_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","imap_log_local","srcMac","String","",""
"business","imap_log_local","srcPort","Int32","",""
"business","imap_log_local","srcProvince","LowCardinality(String)","",""
"business","imap_log_local","srcRegionId","Nullable(String)","",""
"business","imap_log_local","srcSubType","Int32","",""
"business","imap_log_local","srcType","Int32","",""
"business","imap_log_local","subject","Nullable(String)","",""
"business","imap_log_local","tenant","LowCardinality(String)","",""
"business","imap_log_local","to","Nullable(String)","",""
"business","imap_log_local","transDepth","Nullable(Int32)","",""
"business","imap_log_local","uploadTime","String","",""
"business","imap_log_local","uploadTimestamp","Int64","",""
"business","imap_log_local","user","Nullable(String)","",""
"business","imap_log_local","userAgent","Nullable(String)","",""
"business","imap_log_local","uuId","String","",""
"business","imap_log_local","v","Int32","",""
"business","imap_log_local","vendor","LowCardinality(String)","",""
"business","imap_log_local","xOriginatingIp","Nullable(String)","",""
"business","imap_login_log","_invert_text","String","DEFAULT","''"
"business","imap_login_log","cloudTs","Nullable(Int64)","",""
"business","imap_login_log","customer","LowCardinality(String)","",""
"business","imap_login_log","devUId","Nullable(Int32)","",""
"business","imap_login_log","deviceId","LowCardinality(String)","",""
"business","imap_login_log","deviceIp","LowCardinality(String)","",""
"business","imap_login_log","dstAssetId","Nullable(String)","",""
"business","imap_login_log","dstCity","LowCardinality(String)","",""
"business","imap_login_log","dstCountry","LowCardinality(String)","",""
"business","imap_login_log","dstIp","String","",""
"business","imap_login_log","dstIpTag","Int32","",""
"business","imap_login_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","imap_login_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","imap_login_log","dstMac","String","",""
"business","imap_login_log","dstPort","Int32","",""
"business","imap_login_log","dstProvince","LowCardinality(String)","",""
"business","imap_login_log","dstRegionId","Nullable(String)","",""
"business","imap_login_log","dstSubType","Int32","",""
"business","imap_login_log","dstType","Int32","",""
"business","imap_login_log","insertTimestamp","Int64","",""
"business","imap_login_log","logSampled","Nullable(Int32)","",""
"business","imap_login_log","logTraceInfo","Nullable(String)","",""
"business","imap_login_log","manage","LowCardinality(String)","",""
"business","imap_login_log","manageIp","LowCardinality(String)","",""
"business","imap_login_log","originProductType","LowCardinality(String)","",""
"business","imap_login_log","originProductVer","LowCardinality(String)","",""
"business","imap_login_log","password","Nullable(String)","",""
"business","imap_login_log","passwordDecode","Nullable(String)","",""
"business","imap_login_log","productType","LowCardinality(String)","",""
"business","imap_login_log","productVer","LowCardinality(String)","",""
"business","imap_login_log","recordTime","String","",""
"business","imap_login_log","recordTimestamp","Int64","",""
"business","imap_login_log","replyCode","Nullable(Int32)","",""
"business","imap_login_log","replyMsg","Nullable(String)","",""
"business","imap_login_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, user, replyMsg, _invert_text]), ' '))))"
"business","imap_login_log","sessionId","String","",""
"business","imap_login_log","srcAssetId","Nullable(String)","",""
"business","imap_login_log","srcCity","LowCardinality(String)","",""
"business","imap_login_log","srcCountry","LowCardinality(String)","",""
"business","imap_login_log","srcIp","String","",""
"business","imap_login_log","srcIpTag","Int32","",""
"business","imap_login_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","imap_login_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","imap_login_log","srcMac","String","",""
"business","imap_login_log","srcPort","Int32","",""
"business","imap_login_log","srcProvince","LowCardinality(String)","",""
"business","imap_login_log","srcRegionId","Nullable(String)","",""
"business","imap_login_log","srcSubType","Int32","",""
"business","imap_login_log","srcType","Int32","",""
"business","imap_login_log","success","Bool","",""
"business","imap_login_log","tenant","LowCardinality(String)","",""
"business","imap_login_log","uploadTime","String","",""
"business","imap_login_log","uploadTimestamp","Int64","",""
"business","imap_login_log","user","String","",""
"business","imap_login_log","uuId","String","",""
"business","imap_login_log","v","Int32","",""
"business","imap_login_log","vendor","LowCardinality(String)","",""
"business","imap_login_log_local","_invert_text","String","DEFAULT","''"
"business","imap_login_log_local","cloudTs","Nullable(Int64)","",""
"business","imap_login_log_local","customer","LowCardinality(String)","",""
"business","imap_login_log_local","devUId","Nullable(Int32)","",""
"business","imap_login_log_local","deviceId","LowCardinality(String)","",""
"business","imap_login_log_local","deviceIp","LowCardinality(String)","",""
"business","imap_login_log_local","dstAssetId","Nullable(String)","",""
"business","imap_login_log_local","dstCity","LowCardinality(String)","",""
"business","imap_login_log_local","dstCountry","LowCardinality(String)","",""
"business","imap_login_log_local","dstIp","String","",""
"business","imap_login_log_local","dstIpTag","Int32","",""
"business","imap_login_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","imap_login_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","imap_login_log_local","dstMac","String","",""
"business","imap_login_log_local","dstPort","Int32","",""
"business","imap_login_log_local","dstProvince","LowCardinality(String)","",""
"business","imap_login_log_local","dstRegionId","Nullable(String)","",""
"business","imap_login_log_local","dstSubType","Int32","",""
"business","imap_login_log_local","dstType","Int32","",""
"business","imap_login_log_local","insertTimestamp","Int64","",""
"business","imap_login_log_local","logSampled","Nullable(Int32)","",""
"business","imap_login_log_local","logTraceInfo","Nullable(String)","",""
"business","imap_login_log_local","manage","LowCardinality(String)","",""
"business","imap_login_log_local","manageIp","LowCardinality(String)","",""
"business","imap_login_log_local","originProductType","LowCardinality(String)","",""
"business","imap_login_log_local","originProductVer","LowCardinality(String)","",""
"business","imap_login_log_local","password","Nullable(String)","",""
"business","imap_login_log_local","passwordDecode","Nullable(String)","",""
"business","imap_login_log_local","productType","LowCardinality(String)","",""
"business","imap_login_log_local","productVer","LowCardinality(String)","",""
"business","imap_login_log_local","recordTime","String","",""
"business","imap_login_log_local","recordTimestamp","Int64","",""
"business","imap_login_log_local","replyCode","Nullable(Int32)","",""
"business","imap_login_log_local","replyMsg","Nullable(String)","",""
"business","imap_login_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, user, replyMsg, _invert_text]), ' '))))"
"business","imap_login_log_local","sessionId","String","",""
"business","imap_login_log_local","srcAssetId","Nullable(String)","",""
"business","imap_login_log_local","srcCity","LowCardinality(String)","",""
"business","imap_login_log_local","srcCountry","LowCardinality(String)","",""
"business","imap_login_log_local","srcIp","String","",""
"business","imap_login_log_local","srcIpTag","Int32","",""
"business","imap_login_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","imap_login_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","imap_login_log_local","srcMac","String","",""
"business","imap_login_log_local","srcPort","Int32","",""
"business","imap_login_log_local","srcProvince","LowCardinality(String)","",""
"business","imap_login_log_local","srcRegionId","Nullable(String)","",""
"business","imap_login_log_local","srcSubType","Int32","",""
"business","imap_login_log_local","srcType","Int32","",""
"business","imap_login_log_local","success","Bool","",""
"business","imap_login_log_local","tenant","LowCardinality(String)","",""
"business","imap_login_log_local","uploadTime","String","",""
"business","imap_login_log_local","uploadTimestamp","Int64","",""
"business","imap_login_log_local","user","String","",""
"business","imap_login_log_local","uuId","String","",""
"business","imap_login_log_local","v","Int32","",""
"business","imap_login_log_local","vendor","LowCardinality(String)","",""
"business","ioa_log","agentId","LowCardinality(Nullable(String))","",""
"business","ioa_log","cloudTs","Nullable(Int64)","",""
"business","ioa_log","collect_api_receive_time","Int32","",""
"business","ioa_log","confidence","Int32","",""
"business","ioa_log","data","Nullable(String)","",""
"business","ioa_log","description","LowCardinality(Nullable(String))","",""
"business","ioa_log","devIp","Array(String)","",""
"business","ioa_log","devUName","Array(String)","",""
"business","ioa_log","deviceId","LowCardinality(Nullable(String))","",""
"business","ioa_log","deviceVersion","LowCardinality(Nullable(String))","",""
"business","ioa_log","dstIp","Array(String)","",""
"business","ioa_log","dstIpInfos","Array(String)","",""
"business","ioa_log","dstPort","Array(Int32)","",""
"business","ioa_log","engineName","Array(String)","",""
"business","ioa_log","hostIp","LowCardinality(Nullable(String))","",""
"business","ioa_log","hostIp_v4","Array(IPv4)","DEFAULT","arrayMap(x -> toIPv4OrDefault(assumeNotNull(x)), splitByChar(',', assumeNotNull(hostIp)))"
"business","ioa_log","hostIp_v6","Array(IPv6)","DEFAULT","arrayMap(x -> toIPv6OrDefault(assumeNotNull(x)), splitByChar(',', assumeNotNull(hostIp)))"
"business","ioa_log","insertTimestamp","Int64","ALIAS","toInt64(collect_api_receive_time)"
"business","ioa_log","logSampled","Nullable(Int32)","",""
"business","ioa_log","logTraceInfo","Nullable(String)","",""
"business","ioa_log","name","LowCardinality(Nullable(String))","",""
"business","ioa_log","occurTime","Int64","",""
"business","ioa_log","recordTimestamp","Int64","ALIAS","toInt64(collect_api_receive_time)"
"business","ioa_log","regionId","Nullable(String)","",""
"business","ioa_log","riskTag","Array(String)","",""
"business","ioa_log","rowLogAlias","String","ALIAS","''"
"business","ioa_log","ruleIds","Array(String)","",""
"business","ioa_log","score","Int32","",""
"business","ioa_log","severity","Int32","",""
"business","ioa_log","source","LowCardinality(Nullable(String))","",""
"business","ioa_log","srcIp","Array(String)","",""
"business","ioa_log","srcIpInfos","Array(String)","",""
"business","ioa_log","srcPort","Array(Int32)","",""
"business","ioa_log","tenant","LowCardinality(String)","",""
"business","ioa_log","type","LowCardinality(Nullable(String))","",""
"business","ioa_log","uploadTimestamp","Int64","ALIAS","toInt64(collect_api_receive_time)"
"business","ioa_log","uuId","String","",""
"business","ioa_log_local","agentId","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","cloudTs","Nullable(Int64)","",""
"business","ioa_log_local","collect_api_receive_time","Int32","",""
"business","ioa_log_local","confidence","Int32","",""
"business","ioa_log_local","data","Nullable(String)","",""
"business","ioa_log_local","description","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","devIp","Array(String)","",""
"business","ioa_log_local","devUName","Array(String)","",""
"business","ioa_log_local","deviceId","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","deviceVersion","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","dstIp","Array(String)","",""
"business","ioa_log_local","dstIpInfos","Array(String)","",""
"business","ioa_log_local","dstPort","Array(Int32)","",""
"business","ioa_log_local","engineName","Array(String)","",""
"business","ioa_log_local","hostIp","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","hostIp_v4","Array(IPv4)","DEFAULT","arrayMap(x -> toIPv4OrDefault(assumeNotNull(x)), splitByChar(',', assumeNotNull(hostIp)))"
"business","ioa_log_local","hostIp_v6","Array(IPv6)","DEFAULT","arrayMap(x -> toIPv6OrDefault(assumeNotNull(x)), splitByChar(',', assumeNotNull(hostIp)))"
"business","ioa_log_local","insertTimestamp","Int64","ALIAS","toInt64(collect_api_receive_time)"
"business","ioa_log_local","logSampled","Nullable(Int32)","",""
"business","ioa_log_local","logTraceInfo","Nullable(String)","",""
"business","ioa_log_local","name","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","occurTime","Int64","",""
"business","ioa_log_local","recordTimestamp","Int64","ALIAS","toInt64(collect_api_receive_time)"
"business","ioa_log_local","regionId","Nullable(String)","",""
"business","ioa_log_local","riskTag","Array(String)","",""
"business","ioa_log_local","rowLogAlias","String","ALIAS","''"
"business","ioa_log_local","ruleIds","Array(String)","",""
"business","ioa_log_local","score","Int32","",""
"business","ioa_log_local","severity","Int32","",""
"business","ioa_log_local","source","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","srcIp","Array(String)","",""
"business","ioa_log_local","srcIpInfos","Array(String)","",""
"business","ioa_log_local","srcPort","Array(Int32)","",""
"business","ioa_log_local","tenant","LowCardinality(String)","",""
"business","ioa_log_local","type","LowCardinality(Nullable(String))","",""
"business","ioa_log_local","uploadTimestamp","Int64","ALIAS","toInt64(collect_api_receive_time)"
"business","ioa_log_local","uuId","String","",""
"business","iot_device_audit_log","accessCount","Int32","",""
"business","iot_device_audit_log","cloudTs","Nullable(Int64)","",""
"business","iot_device_audit_log","devUId","Nullable(Int32)","",""
"business","iot_device_audit_log","deviceId","LowCardinality(String)","",""
"business","iot_device_audit_log","deviceIp","LowCardinality(String)","",""
"business","iot_device_audit_log","dstAssetId","String","",""
"business","iot_device_audit_log","dstCity","LowCardinality(String)","",""
"business","iot_device_audit_log","dstCountry","LowCardinality(String)","",""
"business","iot_device_audit_log","dstIp","String","",""
"business","iot_device_audit_log","dstIpTag","Int32","",""
"business","iot_device_audit_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","iot_device_audit_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","iot_device_audit_log","dstMac","String","",""
"business","iot_device_audit_log","dstPort","Int32","",""
"business","iot_device_audit_log","dstProvince","LowCardinality(String)","",""
"business","iot_device_audit_log","dstRegionId","Nullable(String)","",""
"business","iot_device_audit_log","dstSubType","Int32","",""
"business","iot_device_audit_log","dstType","Int32","",""
"business","iot_device_audit_log","dstVendorCrc","Int64","",""
"business","iot_device_audit_log","insertTimestamp","Int64","",""
"business","iot_device_audit_log","l4proto","Int32","",""
"business","iot_device_audit_log","logSampled","Nullable(Int32)","",""
"business","iot_device_audit_log","logTraceInfo","Nullable(String)","",""
"business","iot_device_audit_log","manage","LowCardinality(String)","",""
"business","iot_device_audit_log","manageIp","LowCardinality(String)","",""
"business","iot_device_audit_log","originProductType","LowCardinality(String)","",""
"business","iot_device_audit_log","originProductVer","LowCardinality(String)","",""
"business","iot_device_audit_log","productType","LowCardinality(String)","",""
"business","iot_device_audit_log","productVer","LowCardinality(String)","",""
"business","iot_device_audit_log","recordTimestamp","Int64","",""
"business","iot_device_audit_log","sessionStartTime","Int64","",""
"business","iot_device_audit_log","srcAssetId","String","",""
"business","iot_device_audit_log","srcCity","LowCardinality(String)","",""
"business","iot_device_audit_log","srcCountry","LowCardinality(String)","",""
"business","iot_device_audit_log","srcIp","String","",""
"business","iot_device_audit_log","srcIpTag","Int32","",""
"business","iot_device_audit_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","iot_device_audit_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
