"database","table","column","type","default_kind","default_expression"
"dspm","http_log_statistics_by_day","accountId","String","",""
"dspm","http_log_statistics_by_day","apiId","String","",""
"dspm","http_log_statistics_by_day","countCountState","AggregateFunction(count, UInt8)","",""
"dspm","http_log_statistics_by_day","createDay","DateTime","",""
"dspm","http_log_statistics_by_day","dstPort","UInt16","",""
"dspm","http_log_statistics_by_day","srcIpTag","UInt16","",""
"dspm","http_log_statistics_by_day","xAppId","String","",""
"dspm","http_log_statistics_by_day","xDstIp","String","",""
"dspm","http_log_statistics_by_day","xSrcIp","String","",""
"dspm","http_log_statistics_by_day","xUserGroupId","String","",""
"dspm","http_log_statistics_by_day","xUserId","String","",""
"dspm","http_log_statistics_by_day_local","accountId","String","",""
"dspm","http_log_statistics_by_day_local","apiId","String","",""
"dspm","http_log_statistics_by_day_local","countCountState","AggregateFunction(count, UInt8)","",""
"dspm","http_log_statistics_by_day_local","createDay","DateTime","",""
"dspm","http_log_statistics_by_day_local","dstPort","UInt16","",""
"dspm","http_log_statistics_by_day_local","srcIpTag","UInt16","",""
"dspm","http_log_statistics_by_day_local","xAppId","String","",""
"dspm","http_log_statistics_by_day_local","xDstIp","String","",""
"dspm","http_log_statistics_by_day_local","xSrcIp","String","",""
"dspm","http_log_statistics_by_day_local","xUserGroupId","String","",""
"dspm","http_log_statistics_by_day_local","xUserId","String","",""
"dspm","http_log_statistics_by_day_mv","accountId","String","",""
"dspm","http_log_statistics_by_day_mv","apiId","String","",""
"dspm","http_log_statistics_by_day_mv","countCountState","AggregateFunction(count, UInt8)","",""
"dspm","http_log_statistics_by_day_mv","createDay","DateTime","",""
"dspm","http_log_statistics_by_day_mv","dstPort","Int32","",""
"dspm","http_log_statistics_by_day_mv","srcIpTag","Int32","",""
"dspm","http_log_statistics_by_day_mv","xAppId","String","",""
"dspm","http_log_statistics_by_day_mv","xDstIp","LowCardinality(String)","",""
"dspm","http_log_statistics_by_day_mv","xSrcIp","LowCardinality(String)","",""
"dspm","http_log_statistics_by_day_mv","xUserGroupId","String","",""
"dspm","http_log_statistics_by_day_mv","xUserId","String","",""
"dspm","label_count_by_day","accountId","String","",""
"dspm","label_count_by_day","apiId","String","",""
"dspm","label_count_by_day","apiTags","Array(Int32)","",""
"dspm","label_count_by_day","appId","String","",""
"dspm","label_count_by_day","createDay","DateTime","",""
"dspm","label_count_by_day","dstIp","LowCardinality(String)","",""
"dspm","label_count_by_day","groupId","String","",""
"dspm","label_count_by_day","groupPath","String","",""
"dspm","label_count_by_day","labelCount","AggregateFunction(sum, Int32)","",""
"dspm","label_count_by_day","labelId","String","",""
"dspm","label_count_by_day","paramsType","UInt8","",""
"dspm","label_count_by_day","srcIp","String","",""
"dspm","label_count_by_day","srcIpTag","Int32","",""
"dspm","label_count_by_day","userId","String","",""
"dspm","label_count_by_day","userRole","String","",""
"dspm","label_count_by_day","xForwardIp","LowCardinality(String)","",""
"dspm","label_count_by_day_local","accountId","String","",""
"dspm","label_count_by_day_local","apiId","String","",""
"dspm","label_count_by_day_local","apiTags","Array(Int32)","",""
"dspm","label_count_by_day_local","appId","String","",""
"dspm","label_count_by_day_local","createDay","DateTime","",""
"dspm","label_count_by_day_local","dstIp","LowCardinality(String)","",""
"dspm","label_count_by_day_local","groupId","String","",""
"dspm","label_count_by_day_local","groupPath","String","",""
"dspm","label_count_by_day_local","labelCount","AggregateFunction(sum, Int32)","",""
"dspm","label_count_by_day_local","labelId","String","",""
"dspm","label_count_by_day_local","paramsType","UInt8","",""
"dspm","label_count_by_day_local","srcIp","String","",""
"dspm","label_count_by_day_local","srcIpTag","Int32","",""
"dspm","label_count_by_day_local","userId","String","",""
"dspm","label_count_by_day_local","userRole","String","",""
"dspm","label_count_by_day_local","xForwardIp","LowCardinality(String)","",""
"dspm","label_count_by_day_mv","accountId","String","",""
"dspm","label_count_by_day_mv","apiId","String","",""
"dspm","label_count_by_day_mv","apiTags","Array(Int32)","",""
"dspm","label_count_by_day_mv","appId","String","",""
"dspm","label_count_by_day_mv","createDay","DateTime","",""
"dspm","label_count_by_day_mv","dstIp","LowCardinality(String)","",""
"dspm","label_count_by_day_mv","groupId","String","",""
"dspm","label_count_by_day_mv","groupPath","String","",""
"dspm","label_count_by_day_mv","labelCount","AggregateFunction(sum, Int32)","",""
"dspm","label_count_by_day_mv","labelId","String","",""
"dspm","label_count_by_day_mv","paramsType","UInt8","",""
"dspm","label_count_by_day_mv","srcIp","String","",""
"dspm","label_count_by_day_mv","srcIpTag","Int32","",""
"dspm","label_count_by_day_mv","userId","String","",""
"dspm","label_count_by_day_mv","userRole","String","",""
"dspm","label_count_by_day_mv","xForwardIp","LowCardinality(String)","",""
"log_checker","logcheck_ability_alert","alert_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","collect_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","converge_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","device_id","String","",""
"log_checker","logcheck_ability_alert","edr_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","ena_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","enrich_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","filter_reason","String","",""
"log_checker","logcheck_ability_alert","filter_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","incident_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","nae_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","ndr_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","product_type","String","",""
"log_checker","logcheck_ability_alert","record_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","sampler","String","",""
"log_checker","logcheck_ability_alert","tenant_id","String","",""
"log_checker","logcheck_ability_alert","transfer_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","upload_timestamp","Int64","",""
"log_checker","logcheck_ability_alert","uuid","String","",""
"log_checker","logcheck_ability_alert_distributed","alert_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","collect_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","converge_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","device_id","String","",""
"log_checker","logcheck_ability_alert_distributed","edr_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","ena_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","enrich_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","filter_reason","String","",""
"log_checker","logcheck_ability_alert_distributed","filter_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","incident_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","nae_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","ndr_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","product_type","String","",""
"log_checker","logcheck_ability_alert_distributed","record_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","sampler","String","",""
"log_checker","logcheck_ability_alert_distributed","tenant_id","String","",""
"log_checker","logcheck_ability_alert_distributed","transfer_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","upload_timestamp","Int64","",""
"log_checker","logcheck_ability_alert_distributed","uuid","String","",""
"log_checker","logcheck_ability_log","alert_timestamp","Int64","",""
"log_checker","logcheck_ability_log","alert_uuid","String","",""
"log_checker","logcheck_ability_log","alpha_timestamp","Int64","",""
"log_checker","logcheck_ability_log","collect_timestamp","Int64","",""
"log_checker","logcheck_ability_log","converge_timestamp","Int64","",""
"log_checker","logcheck_ability_log","device_id","String","",""
"log_checker","logcheck_ability_log","edr_timestamp","Int64","",""
"log_checker","logcheck_ability_log","ena_timestamp","Int64","",""
"log_checker","logcheck_ability_log","enrich_timestamp","Int64","",""
"log_checker","logcheck_ability_log","filter_reason","String","",""
"log_checker","logcheck_ability_log","filter_timestamp","Int64","",""
"log_checker","logcheck_ability_log","incident_timestamp","Int64","",""
"log_checker","logcheck_ability_log","nae_timestamp","Int64","",""
"log_checker","logcheck_ability_log","ndr_timestamp","Int64","",""
"log_checker","logcheck_ability_log","product_type","String","",""
"log_checker","logcheck_ability_log","record_timestamp","Int64","",""
"log_checker","logcheck_ability_log","sampler","String","",""
"log_checker","logcheck_ability_log","seclog_timestamp","Int64","",""
"log_checker","logcheck_ability_log","tenant_id","String","",""
"log_checker","logcheck_ability_log","transfer_timestamp","Int64","",""
"log_checker","logcheck_ability_log","upload_timestamp","Int64","",""
"log_checker","logcheck_ability_log","uuid","String","",""
"log_checker","logcheck_ability_log_distributed","alert_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","alert_uuid","String","",""
"log_checker","logcheck_ability_log_distributed","alpha_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","collect_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","converge_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","device_id","String","",""
"log_checker","logcheck_ability_log_distributed","edr_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","ena_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","enrich_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","filter_reason","String","",""
"log_checker","logcheck_ability_log_distributed","filter_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","incident_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","nae_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","ndr_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","product_type","String","",""
"log_checker","logcheck_ability_log_distributed","record_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","sampler","String","",""
"log_checker","logcheck_ability_log_distributed","seclog_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","tenant_id","String","",""
"log_checker","logcheck_ability_log_distributed","transfer_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","upload_timestamp","Int64","",""
"log_checker","logcheck_ability_log_distributed","uuid","String","",""
"log_checker","logcheck_analyze_audit_log","alpha_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log","collect_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log","converge_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log","device_id","String","",""
"log_checker","logcheck_analyze_audit_log","filter_reason","String","",""
"log_checker","logcheck_analyze_audit_log","filter_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log","product_type","String","",""
"log_checker","logcheck_analyze_audit_log","record_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log","security_uuid","String","",""
"log_checker","logcheck_analyze_audit_log","tenant_id","String","",""
"log_checker","logcheck_analyze_audit_log","upload_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log","uuid","String","",""
"log_checker","logcheck_analyze_audit_log_distributed","alpha_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log_distributed","collect_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log_distributed","converge_timestamp","Int64","",""
"log_checker","logcheck_analyze_audit_log_distributed","device_id","String","",""
"log_checker","logcheck_analyze_audit_log_distributed","filter_reason","String","",""
"log_checker","logcheck_analyze_audit_log_distributed","filter_timestamp","Int64","",""
